symbol	GeneID
TRAV37	ENSG00000259068
	ENSG00000259069
LINC00639	ENSG00000259070
	ENSG00000259071
	ENSG00000259072
FOXN3-AS2	ENSG00000259073
PSMB7P1	ENSG00000259074
	ENSG00000259076
	ENSG00000259077
PTBP1P	ENSG00000259078
	ENSG00000259079
	ENSG00000259081
LINC02314	ENSG00000259082
PNN-AS1	ENSG00000259083
	ENSG00000259084
KIAA1143P1	ENSG00000259086
	ENSG00000259087
	ENSG00000259088
GRAMD4P5	ENSG00000259089
SEPTIN7P1	ENSG00000259090
LINC00517	ENSG00000259091
TRAV30	ENSG00000259092
	ENSG00000259093
GTF2IP22	ENSG00000259095
SHLD2P2	ENSG00000259096
	ENSG00000259097
	ENSG00000259098
COILP1	ENSG00000259100
SMARCE1P3	ENSG00000259102
	ENSG00000259103
PTCSC3	ENSG00000259104
RPS3AP4	ENSG00000259105
	ENSG00000259106
LINC00911	ENSG00000259107
	ENSG00000259109
LINC02304	ENSG00000259110
	ENSG00000259111
	ENSG00000259113
	ENSG00000259115
HSPA2-AS1	ENSG00000259116
	ENSG00000259117
	ENSG00000259118
	ENSG00000259119
	ENSG00000259121
TVP23BP1	ENSG00000259122
	ENSG00000259123
	ENSG00000259124
	ENSG00000259126
LINC00648	ENSG00000259129
	ENSG00000259130
	ENSG00000259132
	ENSG00000259133
LINC00924	ENSG00000259134
	ENSG00000259136
	ENSG00000259137
	ENSG00000259138
	ENSG00000259140
LINC00644	ENSG00000259142
	ENSG00000259143
RANBP20P	ENSG00000259144
SIPA1L1-AS1	ENSG00000259146
YWHAZP1	ENSG00000259148
	ENSG00000259149
LINC00929	ENSG00000259150
CAP2P1	ENSG00000259151
	ENSG00000259152
MAP3K9-DT	ENSG00000259153
STK16P1	ENSG00000259155
CHEK2P2	ENSG00000259156
	ENSG00000259157
ADAM20P1	ENSG00000259158
	ENSG00000259160
NPM1P20	ENSG00000259161
	ENSG00000259162
TTC7B-AS1	ENSG00000259163
	ENSG00000259164
DDX18P1	ENSG00000259165
	ENSG00000259166
NMNAT1P1	ENSG00000259167
	ENSG00000259168
GNRHR2P1	ENSG00000259169
	ENSG00000259170
	ENSG00000259171
SNRPA1-DT	ENSG00000259172
	ENSG00000259173
	ENSG00000259175
	ENSG00000259177
	ENSG00000259178
UBE2CP4	ENSG00000259179
	ENSG00000259180
	ENSG00000259181
	ENSG00000259182
MED28P6	ENSG00000259183
	ENSG00000259185
MRPS15P1	ENSG00000259186
	ENSG00000259187
	ENSG00000259188
	ENSG00000259191
	ENSG00000259192
	ENSG00000259194
	ENSG00000259195
	ENSG00000259198
	ENSG00000259199
	ENSG00000259200
	ENSG00000259201
	ENSG00000259202
	ENSG00000259203
	ENSG00000259204
PRKXP1	ENSG00000259205
	ENSG00000259208
	ENSG00000259211
	ENSG00000259212
	ENSG00000259213
	ENSG00000259214
LINC02896	ENSG00000259215
	ENSG00000259216
	ENSG00000259217
LINC00928	ENSG00000259218
	ENSG00000259219
	ENSG00000259221
	ENSG00000259222
	ENSG00000259223
LINC02345	ENSG00000259225
	ENSG00000259227
HNRNPA1P62	ENSG00000259228
	ENSG00000259229
LINC02323	ENSG00000259230
	ENSG00000259231
	ENSG00000259232
ANKRD34C-AS1	ENSG00000259234
CTXN2-AS1	ENSG00000259235
GOLGA8VP	ENSG00000259236
LINC02490	ENSG00000259237
	ENSG00000259238
	ENSG00000259239
MIR4713HG	ENSG00000259240
	ENSG00000259241
	ENSG00000259244
LINC02853	ENSG00000259245
HMGN2P47	ENSG00000259246
USP3-AS1	ENSG00000259248
	ENSG00000259250
VPS13C-DT	ENSG00000259251
	ENSG00000259252
	ENSG00000259254
	ENSG00000259255
	ENSG00000259257
	ENSG00000259258
NPM1P42	ENSG00000259259
IGHV4OR15-8	ENSG00000259261
NDUFA3P4	ENSG00000259262
	ENSG00000259265
	ENSG00000259266
	ENSG00000259268
	ENSG00000259269
	ENSG00000259270
	ENSG00000259273
	ENSG00000259274
	ENSG00000259275
	ENSG00000259276
	ENSG00000259277
	ENSG00000259278
	ENSG00000259280
LINGO1-AS2	ENSG00000259281
SPATA8-AS1	ENSG00000259282
LINC02349	ENSG00000259284
ALDH1A2-AS1	ENSG00000259285
	ENSG00000259286
	ENSG00000259287
BUB1B-PAK6	ENSG00000259288
LINC02206	ENSG00000259289
ZNF710-AS1	ENSG00000259291
LIPC-AS1	ENSG00000259293
CSPG4P12	ENSG00000259295
	ENSG00000259296
	ENSG00000259299
TUBBP8	ENSG00000259300
	ENSG00000259301
	ENSG00000259302
	ENSG00000259304
	ENSG00000259306
PLCB2-AS1	ENSG00000259307
FABP5P8	ENSG00000259308
	ENSG00000259309
	ENSG00000259312
	ENSG00000259314
ACTG1P17	ENSG00000259315
	ENSG00000259316
	ENSG00000259317
HMGN1P1	ENSG00000259318
JDP2-AS1	ENSG00000259319
	ENSG00000259320
	ENSG00000259321
	ENSG00000259322
OR11K1BP	ENSG00000259324
	ENSG00000259326
	ENSG00000259327
INAFM2	ENSG00000259330
	ENSG00000259331
ST20-MTHFS	ENSG00000259332
LINC00596	ENSG00000259334
HNRNPMP1	ENSG00000259335
	ENSG00000259336
IGHV1OR15-2	ENSG00000259337
H3P39	ENSG00000259338
	ENSG00000259340
	ENSG00000259341
	ENSG00000259342
TMC3-AS1	ENSG00000259343
	ENSG00000259345
	ENSG00000259346
	ENSG00000259347
	ENSG00000259350
	ENSG00000259351
	ENSG00000259352
	ENSG00000259353
	ENSG00000259354
	ENSG00000259356
DEPDC1P1	ENSG00000259358
	ENSG00000259359
	ENSG00000259360
LINC00927	ENSG00000259361
	ENSG00000259362
	ENSG00000259363
	ENSG00000259364
	ENSG00000259365
AKAP13-AS1	ENSG00000259367
	ENSG00000259368
	ENSG00000259369
	ENSG00000259370
	ENSG00000259371
NDUFB4P11	ENSG00000259374
	ENSG00000259375
	ENSG00000259376
	ENSG00000259377
DCAF13P3	ENSG00000259378
MTND5P32	ENSG00000259379
LINC02895	ENSG00000259380
	ENSG00000259381
	ENSG00000259383
	ENSG00000259385
	ENSG00000259388
H3P38	ENSG00000259389
	ENSG00000259390
	ENSG00000259392
	ENSG00000259393
	ENSG00000259394
	ENSG00000259395
	ENSG00000259396
	ENSG00000259397
	ENSG00000259398
	ENSG00000259402
	ENSG00000259403
EFL1P1	ENSG00000259404
ISCA1P4	ENSG00000259405
	ENSG00000259407
	ENSG00000259408
BMF-AS1	ENSG00000259409
	ENSG00000259410
HNRNPA1P45	ENSG00000259411
	ENSG00000259413
	ENSG00000259414
	ENSG00000259415
LINC02883	ENSG00000259416
CTXND1	ENSG00000259417
	ENSG00000259418
HNRNPCP3	ENSG00000259419
	ENSG00000259420
	ENSG00000259422
	ENSG00000259423
IRAIN	ENSG00000259424
	ENSG00000259425
KIF23-AS1	ENSG00000259426
DPPA5P2	ENSG00000259427
HMGB3P26	ENSG00000259428
UBE2Q2P2	ENSG00000259429
CERS3-AS1	ENSG00000259430
THTPA	ENSG00000259431
	ENSG00000259432
	ENSG00000259433
	ENSG00000259434
OR4N3P	ENSG00000259435
	ENSG00000259437
MAPK6-DT	ENSG00000259438
NPM1P43	ENSG00000259440
MRPL15P1	ENSG00000259441
	ENSG00000259442
	ENSG00000259443
RYR3-DT	ENSG00000259446
	ENSG00000259447
LINC02352	ENSG00000259448
NIFKP8	ENSG00000259449
	ENSG00000259452
	ENSG00000259453
WBP1LP5	ENSG00000259454
	ENSG00000259457
	ENSG00000259458
LINC02568	ENSG00000259459
	ENSG00000259460
ANP32BP3	ENSG00000259461
CPEB1-AS1	ENSG00000259462
	ENSG00000259463
SNRPCP18	ENSG00000259464
AHCYP7	ENSG00000259465
NPM1P47	ENSG00000259466
NDUFAF4P1	ENSG00000259467
	ENSG00000259468
	ENSG00000259469
KRT8P9	ENSG00000259470
LINC01169	ENSG00000259471
LINC02205	ENSG00000259473
	ENSG00000259474
SYNM-AS1	ENSG00000259475
	ENSG00000259476
	ENSG00000259477
	ENSG00000259478
SORD2P	ENSG00000259479
	ENSG00000259481
RORA-AS2	ENSG00000259482
	ENSG00000259483
LINC02253	ENSG00000259485
DUT-AS1	ENSG00000259488
KRT18P47	ENSG00000259489
IGHV3OR15-7	ENSG00000259490
TFDP1P3	ENSG00000259493
MRPL46	ENSG00000259494
ARNT2-DT	ENSG00000259495
GEMIN8P1	ENSG00000259496
TPM1-AS	ENSG00000259498
	ENSG00000259499
KRT8P24	ENSG00000259500
	ENSG00000259502
	ENSG00000259503
	ENSG00000259504
	ENSG00000259505
	ENSG00000259507
	ENSG00000259508
	ENSG00000259509
UBE2Q2P16	ENSG00000259511
HNRNPA1P5	ENSG00000259512
CYCSP38	ENSG00000259513
	ENSG00000259514
	ENSG00000259515
ANP32AP1	ENSG00000259516
LINC01583	ENSG00000259518
	ENSG00000259519
SLC28A2-AS1	ENSG00000259520
INO80-AS1	ENSG00000259521
	ENSG00000259522
	ENSG00000259523
GCSHP2	ENSG00000259525
LINC00052	ENSG00000259527
	ENSG00000259528
	ENSG00000259529
	ENSG00000259530
	ENSG00000259531
	ENSG00000259532
	ENSG00000259534
RPL21P12	ENSG00000259535
	ENSG00000259536
UBE2Q2P11	ENSG00000259538
	ENSG00000259539
	ENSG00000259540
	ENSG00000259542
	ENSG00000259543
	ENSG00000259544
	ENSG00000259545
	ENSG00000259546
CYCSP2	ENSG00000259547
	ENSG00000259548
HNRNPA1P74	ENSG00000259550
	ENSG00000259551
	ENSG00000259553
	ENSG00000259554
	ENSG00000259555
	ENSG00000259556
HMGN1P26	ENSG00000259557
MESTP2	ENSG00000259558
	ENSG00000259560
	ENSG00000259561
	ENSG00000259562
	ENSG00000259563
	ENSG00000259564
KRT8P23	ENSG00000259565
	ENSG00000259569
	ENSG00000259570
LINC01491	ENSG00000259572
NMNAT1P5	ENSG00000259573
	ENSG00000259575
CERNA1	ENSG00000259577
	ENSG00000259579
	ENSG00000259580
TYRO3P	ENSG00000259581
	ENSG00000259582
ALDH1A3-AS1	ENSG00000259583
	ENSG00000259584
RBM17P4	ENSG00000259585
	ENSG00000259586
	ENSG00000259587
	ENSG00000259588
	ENSG00000259589
LINC02244	ENSG00000259590
	ENSG00000259591
PRELID1P4	ENSG00000259592
MTND5P40	ENSG00000259593
	ENSG00000259594
CTDSPL2-DT	ENSG00000259595
	ENSG00000259598
	ENSG00000259600
	ENSG00000259601
	ENSG00000259602
	ENSG00000259604
	ENSG00000259608
	ENSG00000259609
LINC01582	ENSG00000259611
EEF1A1P22	ENSG00000259612
TUBAP12	ENSG00000259614
	ENSG00000259615
	ENSG00000259616
	ENSG00000259617
	ENSG00000259619
	ENSG00000259620
	ENSG00000259621
	ENSG00000259622
	ENSG00000259624
MTND3P12	ENSG00000259626
	ENSG00000259627
FABP5P9	ENSG00000259630
	ENSG00000259632
UBE2Q2P8	ENSG00000259633
	ENSG00000259635
	ENSG00000259636
DNM1P38	ENSG00000259637
	ENSG00000259639
ST20-AS1	ENSG00000259642
	ENSG00000259644
	ENSG00000259645
	ENSG00000259646
	ENSG00000259647
	ENSG00000259648
	ENSG00000259649
	ENSG00000259650
MTCO3P23	ENSG00000259651
	ENSG00000259652
	ENSG00000259654
	ENSG00000259655
	ENSG00000259656
PIGHP1	ENSG00000259657
UBE2Q2P13	ENSG00000259658
	ENSG00000259659
DNM1P47	ENSG00000259660
	ENSG00000259661
LINC02254	ENSG00000259664
	ENSG00000259665
LINGO1-AS1	ENSG00000259666
	ENSG00000259668
	ENSG00000259669
	ENSG00000259670
MTCYBP23	ENSG00000259671
	ENSG00000259672
IQCH-AS1	ENSG00000259673
RPL7AP75	ENSG00000259674
	ENSG00000259675
	ENSG00000259676
	ENSG00000259677
	ENSG00000259678
	ENSG00000259681
	ENSG00000259682
	ENSG00000259683
	ENSG00000259684
IDH2-DT	ENSG00000259685
HNRNPA1P71	ENSG00000259686
LINC01220	ENSG00000259687
	ENSG00000259688
	ENSG00000259690
FKBP1AP2	ENSG00000259691
	ENSG00000259692
	ENSG00000259694
	ENSG00000259695
	ENSG00000259696
	ENSG00000259697
FAM30C	ENSG00000259698
HMGB1P8	ENSG00000259699
	ENSG00000259700
	ENSG00000259701
	ENSG00000259702
	ENSG00000259704
FBN1-DT	ENSG00000259705
HSP90B2P	ENSG00000259706
	ENSG00000259707
DNAJA4-DT	ENSG00000259708
	ENSG00000259709
NUTF2P6	ENSG00000259710
	ENSG00000259712
	ENSG00000259713
	ENSG00000259715
LINC00677	ENSG00000259717
LINC02284	ENSG00000259719
	ENSG00000259720
GREM1-AS1	ENSG00000259721
	ENSG00000259722
LINC01581	ENSG00000259724
CSPG4P11	ENSG00000259726
	ENSG00000259727
LINC00933	ENSG00000259728
	ENSG00000259730
	ENSG00000259731
	ENSG00000259732
	ENSG00000259734
	ENSG00000259735
CRTC3-AS1	ENSG00000259736
	ENSG00000259737
ZNF444P1	ENSG00000259738
	ENSG00000259740
	ENSG00000259742
	ENSG00000259743
	ENSG00000259744
HSPE1P3	ENSG00000259746
NCAPGP2	ENSG00000259749
NSA2P4	ENSG00000259750
TUBAP11	ENSG00000259751
	ENSG00000259754
	ENSG00000259755
	ENSG00000259756
	ENSG00000259760
	ENSG00000259762
LINC02157	ENSG00000259763
PCSK6-AS1	ENSG00000259764
	ENSG00000259767
	ENSG00000259769
	ENSG00000259770
	ENSG00000259771
LINC03034	ENSG00000259772
	ENSG00000259773
	ENSG00000259774
EIF5-DT	ENSG00000259775
HMGB1P6	ENSG00000259781
LINC02259	ENSG00000259783
	ENSG00000259789
ANP32BP1	ENSG00000259790
	ENSG00000259792
	ENSG00000259805
	ENSG00000259814
	ENSG00000259821
ELOCP2	ENSG00000259838
HERC2P10	ENSG00000259845
RAB43P1	ENSG00000259856
	ENSG00000259868
	ENSG00000259870
	ENSG00000259871
	ENSG00000259876
	ENSG00000259878
EHD4-AS1	ENSG00000259883
DNM1P50	ENSG00000259890
	ENSG00000259892
	ENSG00000259899
ACTG1P15	ENSG00000259904
PWRN1	ENSG00000259905
	ENSG00000259906
	ENSG00000259907
	ENSG00000259909
HNRNPLP2	ENSG00000259917
	ENSG00000259921
	ENSG00000259924
	ENSG00000259925
	ENSG00000259929
	ENSG00000259931
	ENSG00000259932
	ENSG00000259935
	ENSG00000259941
	ENSG00000259948
THSD4-AS1	ENSG00000259964
	ENSG00000259967
	ENSG00000259969
VN1R68P	ENSG00000259979
	ENSG00000259986
DUX4L46	ENSG00000259987
	ENSG00000259990
	ENSG00000259993
RARRES2P8	ENSG00000259996
	ENSG00000259998
	ENSG00000260003
	ENSG00000260007
	ENSG00000260017
	ENSG00000260022
	ENSG00000260035
	ENSG00000260036
	ENSG00000260037
	ENSG00000260046
ABCB10P4	ENSG00000260053
	ENSG00000260058
GOLGA2P11	ENSG00000260062
MTND4LP25	ENSG00000260067
	ENSG00000260071
PCMTD1P2	ENSG00000260087
DNM1P33	ENSG00000260096
	ENSG00000260103
	ENSG00000260104
	ENSG00000260109
CARMAL	ENSG00000260123
AGBL1-AS1	ENSG00000260125
	ENSG00000260126
ULK4P2	ENSG00000260128
CSPG4P13	ENSG00000260139
	ENSG00000260144
	ENSG00000260152
	ENSG00000260159
	ENSG00000260165
	ENSG00000260170
LINC01413	ENSG00000260172
	ENSG00000260173
SYNGR2P1	ENSG00000260174
	ENSG00000260206
DUX4L47	ENSG00000260207
	ENSG00000260211
PWRN4	ENSG00000260232
	ENSG00000260235
	ENSG00000260242
PPIAP46	ENSG00000260266
	ENSG00000260269
	ENSG00000260274
	ENSG00000260275
ITFG1-AS1	ENSG00000260281
EIF4EBP2P2	ENSG00000260282
TRMT61A-DT	ENSG00000260285
	ENSG00000260288
	ENSG00000260289
NTRK3-AS1	ENSG00000260305
	ENSG00000260316
	ENSG00000260337
HEXA-AS1	ENSG00000260339
	ENSG00000260342
	ENSG00000260351
DNM1P34	ENSG00000260357
	ENSG00000260361
	ENSG00000260375
	ENSG00000260378
	ENSG00000260379
	ENSG00000260382
	ENSG00000260392
MPHOSPH10P6	ENSG00000260399
	ENSG00000260406
	ENSG00000260409
AGGF1P9	ENSG00000260427
	ENSG00000260444
INSYN1-AS1	ENSG00000260469
LINC01584	ENSG00000260477
	ENSG00000260483
MYL12BP1	ENSG00000260490
	ENSG00000260522
	ENSG00000260532
	ENSG00000260534
PWRN2	ENSG00000260551
BNIP3P5	ENSG00000260571
EIF5A2P1	ENSG00000260576
	ENSG00000260579
	ENSG00000260580
TPST2P1	ENSG00000260582
	ENSG00000260586
	ENSG00000260590
	ENSG00000260601
HMGN2P40	ENSG00000260602
	ENSG00000260605
	ENSG00000260608
	ENSG00000260611
	ENSG00000260618
	ENSG00000260619
	ENSG00000260624
	ENSG00000260639
	ENSG00000260642
	ENSG00000260648
	ENSG00000260657
	ENSG00000260660
	ENSG00000260661
	ENSG00000260669
	ENSG00000260672
	ENSG00000260674
TCERG1P2	ENSG00000260675
AGGF1P5	ENSG00000260680
	ENSG00000260681
	ENSG00000260685
HNRNPA3P11	ENSG00000260689
CYCSP39	ENSG00000260690
	ENSG00000260693
	ENSG00000260711
	ENSG00000260723
VN1R69P	ENSG00000260724
	ENSG00000260729
	ENSG00000260739
	ENSG00000260741
	ENSG00000260773
GOLGA6FP	ENSG00000260776
	ENSG00000260780
	ENSG00000260784
LINC02280	ENSG00000260792
KRT8P50	ENSG00000260799
	ENSG00000260803
PAPOLA-DT	ENSG00000260806
	ENSG00000260810
	ENSG00000260814
PPIAP47	ENSG00000260815
	ENSG00000260830
	ENSG00000260836
	ENSG00000260844
FRG2HP	ENSG00000260846
	ENSG00000260857
NDUFB10P1	ENSG00000260870
CKBP1	ENSG00000260889
	ENSG00000260892
DNM1P30	ENSG00000260897
ADPGK-AS1	ENSG00000260898
CCPG1	ENSG00000260916
	ENSG00000260919
	ENSG00000260926
SPCS2P1	ENSG00000260928
	ENSG00000260934
	ENSG00000260937
	ENSG00000260954
	ENSG00000260957
	ENSG00000260958
	ENSG00000260959
RARRES2P5	ENSG00000260967
	ENSG00000260978
	ENSG00000260986
	ENSG00000260988
	ENSG00000260989
AGGF1P7	ENSG00000260994
VPS39-DT	ENSG00000261002
	ENSG00000261009
	ENSG00000261041
	ENSG00000261043
	ENSG00000261048
NAMPTP3	ENSG00000261053
SYNM-AS2	ENSG00000261054
LINC02256	ENSG00000261064
	ENSG00000261066
	ENSG00000261069
	ENSG00000261072
LINC01195	ENSG00000261075
	ENSG00000261077
	ENSG00000261081
PPP1R1AP2	ENSG00000261084
	ENSG00000261090
ATP5MFP6	ENSG00000261102
	ENSG00000261120
LINC02167	ENSG00000261122
	ENSG00000261130
	ENSG00000261136
ADAMTS7P3	ENSG00000261143
	ENSG00000261147
	ENSG00000261158
HMGB1P33	ENSG00000261174
SPINT1-AS1	ENSG00000261183
	ENSG00000261187
	ENSG00000261191
	ENSG00000261197
NIFKP4	ENSG00000261205
	ENSG00000261208
BCAP31P1	ENSG00000261217
	ENSG00000261219
	ENSG00000261229
	ENSG00000261232
	ENSG00000261242
	ENSG00000261244
GOLGA8T	ENSG00000261247
	ENSG00000261265
ULK4P1	ENSG00000261279
	ENSG00000261281
	ENSG00000261296
GOLGA6GP	ENSG00000261303
LINC02252	ENSG00000261304
LARP4P	ENSG00000261315
DIS3L-AS1	ENSG00000261318
LINC02152	ENSG00000261319
CD24P2	ENSG00000261333
	ENSG00000261350
	ENSG00000261351
	ENSG00000261365
GOLGA6L23P	ENSG00000261375
PDCD6IPP2	ENSG00000261377
	ENSG00000261384
	ENSG00000261394
LINC01177	ENSG00000261397
HERC2P1	ENSG00000261401
	ENSG00000261403
	ENSG00000261407
HERC2P6	ENSG00000261418
TMEM202-AS1	ENSG00000261423
	ENSG00000261426
	ENSG00000261427
DUX4L45	ENSG00000261440
POLG-DT	ENSG00000261441
	ENSG00000261442
	ENSG00000261445
	ENSG00000261448
	ENSG00000261460
UBE2MP1	ENSG00000261461
COQ7-DT	ENSG00000261465
	ENSG00000261470
	ENSG00000261478
GOLGA8M	ENSG00000261480
	ENSG00000261482
RARRES2P9	ENSG00000261486
	ENSG00000261489
DNM1P31	ENSG00000261491
MPHOSPH10P7	ENSG00000261497
	ENSG00000261507
ABCB10P3	ENSG00000261524
	ENSG00000261529
	ENSG00000261543
	ENSG00000261544
	ENSG00000261549
	ENSG00000261554
	ENSG00000261555
EEF1A1P38	ENSG00000261557
FSCN1P1	ENSG00000261559
	ENSG00000261561
HERC2P11	ENSG00000261581
	ENSG00000261606
SLC25A1P4	ENSG00000261608
SUB1P3	ENSG00000261612
	ENSG00000261616
LINC02177	ENSG00000261617
	ENSG00000261628
	ENSG00000261632
PAQR5-DT	ENSG00000261634
	ENSG00000261635
LINC02191	ENSG00000261636
GOLGA6L7	ENSG00000261649
PIERCE2	ENSG00000261652
TUBAP4	ENSG00000261665
ATP5PDP1	ENSG00000261679
	ENSG00000261684
	ENSG00000261687
	ENSG00000261702
DNM1P32	ENSG00000261708
	ENSG00000261709
	ENSG00000261714
	ENSG00000261732
GOLGA8S	ENSG00000261739
	ENSG00000261747
AGGF1P8	ENSG00000261752
	ENSG00000261759
	ENSG00000261762
DNAAF4-CCPG1	ENSG00000261771
	ENSG00000261775
	ENSG00000261779
	ENSG00000261789
DNM1P28	ENSG00000261792
GOLGA8H	ENSG00000261794
	ENSG00000261800
LOXL1-AS1	ENSG00000261801
	ENSG00000261813
DNM1P49	ENSG00000261820
	ENSG00000261821
	ENSG00000261822
	ENSG00000261823
	ENSG00000262011
	ENSG00000262116
	ENSG00000262119
LINC02861	ENSG00000262185
	ENSG00000262267
	ENSG00000262482
	ENSG00000262516
	ENSG00000262560
	ENSG00000262561
ARHGAP11A-DT	ENSG00000262728
	ENSG00000262801
	ENSG00000262885
RPL23AP86	ENSG00000262959
	ENSG00000263070
MYZAP	ENSG00000263155
	ENSG00000263159
MIR4538	ENSG00000263413
MIR4311	ENSG00000263512
MIR5586	ENSG00000263629
MIR4515	ENSG00000263643
MIR548Y	ENSG00000263945
MIR4509-3	ENSG00000263964
MIR4507	ENSG00000264024
MIR4716	ENSG00000264210
MIR4513	ENSG00000264386
MIR548AP	ENSG00000264406
MIR4714	ENSG00000264480
MIR3173	ENSG00000264607
MIR3171	ENSG00000264657
MIR4504	ENSG00000264712
MIR4511	ENSG00000264737
MIR4505	ENSG00000264741
MIR4537	ENSG00000264781
MIR5009	ENSG00000264796
MIR4310	ENSG00000264850
MIR5701-3	ENSG00000264902
	ENSG00000264937
MIR5094	ENSG00000264966
MIR4510	ENSG00000265098
MIR3942	ENSG00000265102
MIR151B	ENSG00000265154
MIR4307	ENSG00000265165
MIR4312	ENSG00000265195
MIR4710	ENSG00000265291
MIR3118-2	ENSG00000265322
MIR4308	ENSG00000265432
MIR4539	ENSG00000265612
MIR4508	ENSG00000265673
MIR4506	ENSG00000265768
MIR3118-4	ENSG00000265793
RN7SL376P	ENSG00000265814
MIR4514	ENSG00000265855
MIR3174	ENSG00000265871
MIR5195	ENSG00000265929
RN7SL577P	ENSG00000265942
	ENSG00000265967
MIR5694	ENSG00000265993
MIR4309	ENSG00000266015
MIR4509-2	ENSG00000266039
RN7SL510P	ENSG00000266308
MIR4503	ENSG00000266327
MIR5580	ENSG00000266431
MIR3713	ENSG00000266449
MIR2392	ENSG00000266461
MIR4715	ENSG00000266517
MIR4706	ENSG00000266531
MIR5701-1	ENSG00000266545
RN7SL356P	ENSG00000266553
MIR4512	ENSG00000266589
MIR4713	ENSG00000266593
MIR4708	ENSG00000266740
	ENSG00000266869
	ENSG00000266994
	ENSG00000267077
SMIM22	ENSG00000267795
CCDC177	ENSG00000267909
POLR3GP1	ENSG00000268295
	ENSG00000268531
	ENSG00000268836
	ENSG00000269883
	ENSG00000269906
	ENSG00000269910
	ENSG00000269927
	ENSG00000269930
	ENSG00000269940
	ENSG00000269945
	ENSG00000269951
	ENSG00000269958
	ENSG00000270000
	ENSG00000270016
	ENSG00000270017
	ENSG00000270036
	ENSG00000270038
	ENSG00000270055
	ENSG00000270062
	ENSG00000270108
	ENSG00000270127
	ENSG00000270140
IGHD1OR15-1B	ENSG00000270185
	ENSG00000270218
	ENSG00000270301
	ENSG00000270304
	ENSG00000270322
UNGP3	ENSG00000270343
IGHV1OR15-4	ENSG00000270356
	ENSG00000270359
ATP6V1G1P1	ENSG00000270371
	ENSG00000270378
H3P37	ENSG00000270433
IGHD4OR15-4B	ENSG00000270451
IGHV3-29	ENSG00000270474
	ENSG00000270490
COX6CP4	ENSG00000270500
YTHDF2P1	ENSG00000270503
IGHV1OR15-1	ENSG00000270505
IGHV3-30	ENSG00000270550
	ENSG00000270576
	ENSG00000270591
	ENSG00000270610
	ENSG00000270618
IGHV1OR15-6	ENSG00000270685
	ENSG00000270690
	ENSG00000270702
	ENSG00000270705
	ENSG00000270713
PDLIM1P1	ENSG00000270788
	ENSG00000270789
DMAC1P1	ENSG00000270814
LINC00221	ENSG00000270816
IGHD5OR15-5B	ENSG00000270824
NF1P1	ENSG00000270831
	ENSG00000270852
GCATP1	ENSG00000270878
RPS28P1	ENSG00000270912
	ENSG00000270919
RAP2CP1	ENSG00000270938
	ENSG00000270955
IGHD5OR15-5A	ENSG00000270961
MAP2K5-DT	ENSG00000270964
MAGOH3P	ENSG00000270975
HMGB1P51	ENSG00000270986
	ENSG00000271044
PHB1P20	ENSG00000271072
	ENSG00000271075
	ENSG00000271078
COX5AP1	ENSG00000271180
	ENSG00000271195
VDAC3P1	ENSG00000271198
	ENSG00000271201
CARS1P1	ENSG00000271232
SUMO2P15	ENSG00000271236
IGHV1OR15-3	ENSG00000271288
IGHD4OR15-4A	ENSG00000271317
	ENSG00000271333
IGHD1OR15-1A	ENSG00000271336
	ENSG00000271358
	ENSG00000271364
	ENSG00000271396
CYCSP1	ENSG00000271423
GLRX5P3	ENSG00000271424
	ENSG00000271468
ABI1P1	ENSG00000271484
	ENSG00000271507
	ENSG00000271511
	ENSG00000271616
	ENSG00000271632
	ENSG00000271656
	ENSG00000271697
RPL17P3	ENSG00000271705
	ENSG00000271712
	ENSG00000271725
	ENSG00000271763
	ENSG00000271780
RNU6-94P	ENSG00000271819
ADAM6	ENSG00000271968
	ENSG00000271983
	ENSG00000272158
RNA5SP386	ENSG00000272253
	ENSG00000272298
RNU6-90P	ENSG00000272337
SNORD114-21	ENSG00000272344
	ENSG00000272418
RNU6-91P	ENSG00000272439
	ENSG00000272444
MIR432	ENSG00000272458
SNORD115-40	ENSG00000272460
SNORD113-5	ENSG00000272474
SNORA28	ENSG00000272533
	ENSG00000272639
GCAWKR	ENSG00000272808
CSPG4P5	ENSG00000272887
CHASERR	ENSG00000272888
	ENSG00000272909
	ENSG00000273025
SNURF	ENSG00000273173
	ENSG00000273259
	ENSG00000273512
AGBL1	ENSG00000273540
	ENSG00000273558
	ENSG00000273565
OR10G1P	ENSG00000273586
	ENSG00000273618
	ENSG00000273639
	ENSG00000273674
	ENSG00000273675
	ENSG00000273679
	ENSG00000273691
	ENSG00000273711
	ENSG00000273721
	ENSG00000273729
	ENSG00000273747
CYFIP1	ENSG00000273749
GOLGA6L26	ENSG00000273756
	ENSG00000273771
MIR6765	ENSG00000273778
GTF2A1-AS1	ENSG00000273783
	ENSG00000273786
	ENSG00000273792
	ENSG00000273797
RN7SL673P	ENSG00000273818
MIR7843	ENSG00000273830
SNORD115-13	ENSG00000273835
	ENSG00000273851
	ENSG00000273855
SLC20A1P2	ENSG00000273894
	ENSG00000273920
	ENSG00000273925
	ENSG00000273958
	ENSG00000273972
GOLGA6L1	ENSG00000273976
RN7SL106P	ENSG00000273981
	ENSG00000274002
RN7SL2	ENSG00000274012
	ENSG00000274015
RN7SL539P	ENSG00000274076
	ENSG00000274079
ABCB10P1	ENSG00000274099
